,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Oil,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Other renewable,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Waste,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Wind Onshore,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Nuclear,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand
,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH,BB,BE,BW,BY,HB,HE,HH,MV,NI,NRW,RP,SH,SL,SN,ST,TH
0,0.2314166309138618,0.0,0.0,0.0,0.0,0.0016849504750302915,0.0,0.0,0.0009556435530022548,0.48853655261144696,0.0,0.0,0.0,0.22143267063644353,0.055973551810215225,0.0,0.03020491281481595,0.04431243118155757,0.04196473417717977,0.16253219688755258,0.016066264377545495,0.06605731011006753,0.006262740593472058,0.010821372157544739,0.1488251721248057,0.3069473922794627,0.07389684124223672,0.011638798840982003,0.008039603046129867,0.024620737803658095,0.034327023839338056,0.013482468523651158,0.05358161393049465,0.0046643233106354026,0.11613258832096086,0.20844247849880218,0.0014574011350031075,0.03355860682259899,0.004898872139970212,0.04349921266222515,0.20291458904379772,0.11745672307566012,0.02148573889811092,0.06626857333542294,0.0012132571262864203,0.0338379331557159,0.05596228454824295,0.03462580399607237,0.00126669434823057,0.0,0.19501048570632665,0.49713548373532923,0.002627996573092469,0.016474910516716686,2.8907962304017158e-05,0.0007752589890622784,0.06961037322807331,0.0791736527575568,0.06057006501663522,0.0012351583893534604,0.0030405920350679867,0.05575557529472982,0.0077841258494998926,0.009510719598021643,0.0807425897186962,0.008231628337138443,0.19500727530680975,0.34795335087800006,0.0208211775586443,0.006006667618953082,0.0,0.0,0.032907144811289916,0.15604019939909114,0.0036848642144484446,0.0804883776671081,0.008439840112724887,0.0041400248401490414,0.0555368595369467,0.0,0.0,0.027026870420849346,0.22730301633118305,0.03546231676154354,0.03195213470887549,0.028434088788856816,0.07425146330015885,0.021273830622230573,0.12099594638332463,0.3211177121609328,0.0,0.014174000067877592,0.07551795983136557,0.0,0.02249066062280174,0.0,0.0,0.0,0.3195584673158519,0.09518313202087364,0.0,0.1048558841220555,0.0,0.0,0.0,0.026335896477167428,0.0,0.0193617609285842,0.0,0.17638547949213987,0.01297286752393803,0.2453465121193894,0.03662791659087526,0.0,0.0,0.0,0.06614522183453772,0.0,0.0,0.0,0.15589188563491146,0.606551684222711,0.0700519239991401,0.0,0.047078861640732224,0.0,0.017652506077092258,0.0,0.09112875953178352,0.019636292231664614,0.04720346471467377,0.12515409034876238,0.06059977963716495,0.12173955731070069,0.013025407180337525,0.010090872396827648,0.06561248868185934,0.23665004854527805,0.047018010843596934,0.03019625383180425,0.01505449071094287,0.008563605223253733,0.10172690281126251,0.006599976000087273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11262314684500692,0.7029978518745833,0.0,0.0,0.18437900128040974,0.0,0.0,0.0,0.0,0.14025949524976727,0.00029546859589649936,0.030979445407050343,0.04586646210325496,0.003522977096636776,0.04120761599282174,0.0021139289102914904,0.06283049642468734,0.20820871316739661,0.11592943061578902,0.06767336401427879,0.12482897325465346,0.008942873277852283,0.022347910794518085,0.0944158575160203,0.030576987579085106,0.07802027471768574,0.0024036827799814864,0.12653425977346727,0.27344189396644086,0.0009103402544264409,0.044981399411196374,0.0010914638989714572,0.05086117209933603,0.0853965941671778,0.11070769595040247,0.04650206226302357,0.034585172044695384,0.01010750885676071,0.04328720189434421,0.05745245377847701,0.03371682414361317,0.09520280618546514,0.0855935971542908,0.03412627834593152,0.1390865075836174,0.022232103156958647,0.03040857665135122,0.01185712168371128,0.006175584210266291,0.08818734252260264,0.08213526999654168,0.03011214860925844,0.08684106516476459,0.08633466725952275,0.09719134430117089,0.0,0.10451558717454672,0.0,0.0,0.1614493468079862,0.332511708158738,0.0,0.0,0.0,0.0,0.3322652206063594,0.0,0.0,0.17377372442691644,0.0,0.0,0.0,0.0,0.02536,0.04524,0.1434,0.173,0.00868,0.08068,0.029920000000000002,0.01616,0.09188,0.21164,0.04552,0.0314,0.01072,0.04228,0.02188,0.021
