DateTime,Biomass,Demand,Fossil,Nuclear,Solar,Wind
2021-06-24,99.32313500000001,1156.821954375,685.256875,158.7556175,162.5942075,34.4698875
2021-06-25,100.6829475,1137.516320625,646.562345,158.82172500000001,192.8603675,37.3075275
2021-06-26,100.1623625,972.352578125,464.39213,157.3753825,259.1512025,32.480199999999996
2021-06-27,99.518615,916.895385,375.6844975,156.61607,272.776355,72.839475
2021-06-28,98.1564075,1207.16877375,625.897525,154.877065,255.897445,117.8057175
2021-06-29,98.00645,1202.111781875,635.18096,155.62136,181.498465,176.1914725
2021-06-30,99.903435,1185.3811475,619.2613525,156.71971,137.65337,215.4972225
2021-07-01,100.218405,1210.05961,594.1060675,158.8287325,101.09566,269.1307975
2021-07-02,100.8411475,1146.52183875,597.456935,158.8799725,201.9140075,127.3597325
2021-07-03,99.6177725,971.475121875,483.70667249999997,157.16465,268.6995375,41.884275
2021-07-04,98.8606975,919.305946875,468.224175,157.279385,204.8875875,67.65423
2021-07-05,99.43431749999999,1168.412860625,583.11616,158.4765975,173.849595,129.003185
2021-07-06,89.2130175,1218.9305193750001,454.5063525,154.391395,206.06532,424.31158750000003
2021-07-07,92.3346725,1190.805398125,593.3747675,155.508125,170.5325125,158.48983
2021-07-08,91.6235475,1178.86452375,648.2745425,157.722395,128.762245,62.3688425
2021-07-09,91.546755,1164.904221875,578.3792225,167.6122325,124.45584000000001,187.330555
2021-07-10,90.62288,976.680910625,441.10317,187.83081,245.0663525,119.999275
2021-07-11,89.169905,919.924545,430.428945,189.51763,187.62323,98.79122
2021-07-12,91.6250175,1172.620226875,563.5754775,187.97101750000002,243.8240925,109.86104
2021-07-13,90.25098750000001,1205.88145125,610.701205,188.761275,152.3143,110.0850525
2021-07-14,90.6740025,1205.3193975,566.06894,188.9273025,129.02711,197.54539499999998
2021-07-15,91.0749325,1182.54376,520.2020675,189.68510750000002,183.740535,185.59591
2021-07-16,91.23470999999999,1159.756725625,480.6320875,188.80604,206.71237,191.368395
2021-07-17,90.08028,987.1626243750001,267.187465,183.7849425,174.9243875,308.6843625
2021-07-18,90.3048775,919.7074625,228.4910325,179.5685775,265.158205,258.436035
2021-07-19,91.04635,1154.468229375,454.96439250000003,188.4202525,221.2199525,153.951285
2021-07-20,91.4153225,1169.517423125,500.3269575,189.8918875,236.77794749999998,100.57207
2021-07-21,91.797555,1152.0007075,517.810215,189.83206,230.6994425,68.8256225
2021-07-22,92.23647249999999,1165.341505,540.3677275,189.2270075,236.4660175,52.683265
2021-07-23,92.9769725,1137.02160875,523.44086,189.3096025,254.1234075,45.760065
2021-07-24,92.222275,972.0903125,354.507615,188.478165,201.955795,199.5082125
2021-07-25,90.9236175,919.853251875,339.34767,186.0814575,199.294475,162.75807
2021-07-26,91.198905,1146.898324375,549.2158425,188.9693925,208.2727875,87.5951925
2021-07-27,91.5112475,1160.150499375,538.686005,188.70723,215.3626625,158.4800275
2021-07-28,91.8361325,1160.646708125,400.3542825,187.106595,166.315805,367.1783725
2021-07-29,91.30922,1161.42752625,241.8101925,170.603675,233.131795,610.19576
2021-07-30,92.500065,1113.8597843750001,299.6175625,180.3238125,265.9745525,333.213095
2021-07-31,91.80409,983.3925575,195.18720249999998,171.0536925,206.783465,543.0505925
2021-08-01,92.11579,887.3549131249999,252.0881675,186.5003225,151.67743,202.9555425
2021-08-02,91.3898075,1094.99465375,376.9008175,188.9789575,193.6570425,243.32011
2021-08-03,91.2303175,1121.564680625,513.22658,190.5212225,176.43399,50.76477
2021-08-04,91.430815,1105.26866,535.254995,190.097885,164.6325075,39.328975
2021-08-05,91.5965725,1114.260861875,484.6432725,189.9317225,179.219345,114.5279275
2021-08-06,92.7638175,1099.269343125,336.1679375,189.0714775,187.19352,296.2640925
2021-08-07,92.844295,944.5000725,269.033405,188.18763,166.88239249999998,245.0288325
2021-08-08,92.08394,909.443966875,184.967545,168.3155825,182.081015,488.6851875
2021-08-09,92.98741,1081.571285625,321.680745,187.1019375,216.406065,329.855025
2021-08-10,93.038355,1097.804231875,440.775485,189.509685,204.01498,167.490905
2021-08-11,92.7417275,1098.734236875,472.097615,189.1539825,236.0521575,54.69342
2021-08-12,92.7001925,1104.934358125,487.70520999999997,188.457645,248.166595,56.7847325
2021-08-13,92.11588,1109.49423625,445.1309125,187.145455,229.4011175,224.053
2021-08-14,91.7952575,955.423205625,293.58412,181.49802,255.5877,283.730255
2021-08-15,91.3158825,898.049285,305.8525025,184.92585,224.9434975,185.83208
2021-08-16,90.9767075,1143.286584375,325.471905,185.755605,131.8413525,635.0983725
2021-08-17,92.1322275,1148.0629543750001,303.6298775,170.6083075,147.95850000000002,675.6314525
2021-08-18,92.9598675,1149.4289724999999,368.24057,183.50939,117.91347999999999,536.3930975
2021-08-19,92.898085,1141.88474375,505.59051,188.4531275,112.67073500000001,279.85338
2021-08-20,93.7565625,1100.732780625,541.9518225,188.75356250000002,170.8447225,71.203625
2021-08-21,92.8944925,931.594013125,426.2102375,188.439855,223.69108250000002,43.26179
2021-08-22,91.943185,893.453201875,360.0364725,188.06740250000001,108.4150225,227.44663
2021-08-23,92.7253525,1128.411721875,501.6696275,188.8394225,132.3147175,281.44095500000003
2021-08-24,93.198085,1138.26410125,521.455695,188.882225,181.710405,170.94226
2021-08-25,93.33525,1145.832561875,420.64641,185.8663425,221.1370775,372.5889875
2021-08-26,93.6236025,1151.428063125,464.2036175,188.4829575,133.606295,377.527425
2021-08-27,94.2223275,1125.27808,462.58689,188.3848,129.142325,361.77122
2021-08-28,93.8915175,957.700921875,352.89681,190.18663,118.2113775,270.890765
2021-08-29,93.4315,913.905124375,378.9804725,190.2793225,75.27459999999999,265.370825
2021-08-30,93.46381,1154.909145625,530.69036,189.6742625,107.97345750000001,273.43512250000003
2021-08-31,93.8347775,1172.78772,581.079925,189.87398000000002,149.4405875,233.198715
2021-09-01,93.9206225,1157.5708750000001,610.95385,190.21906,199.17403,112.771515
2021-09-02,94.1726125,1139.933674375,608.39467,189.676345,225.25233,74.7034175
2021-09-03,94.73289,1122.2601574999999,563.767285,187.4227875,246.0906875,126.9524575
2021-09-04,94.2706875,949.77626,485.4688975,189.432835,208.84982250000002,76.5573
2021-09-05,93.6176725,892.788844375,432.1604025,185.55856,224.7507425,110.15696249999999
2021-09-06,93.9766325,1121.5039425,643.344,189.61239,225.3688075,25.795242499999997
2021-09-07,93.77271999999999,1152.01626125,670.7942075,190.08633,196.5760775,34.3475075
2021-09-08,92.93163249999999,1167.673929375,661.916645,189.4587825,236.1965,121.499
2021-09-09,92.054625,1173.771886875,684.449385,189.031695,212.99796,124.07654
2021-09-10,92.67943,1147.773629375,720.7837825,188.592225,169.31615,86.2055
2021-09-11,93.017585,960.587114375,599.2112975,189.0007125,125.73348,162.00551
2021-09-12,93.0755375,911.018605625,508.3647675,189.29708,167.350225,183.580715
2021-09-13,93.27619250000001,1129.20117125,709.199575,189.8935625,175.893695,75.6802725
2021-09-14,93.0509825,1168.81292625,692.5648225,189.5218675,199.0116275,113.1632125
2021-09-15,92.4330625,1197.09336125,698.1674,188.9421225,73.1779575,220.3360775
2021-09-16,93.1722575,1192.327048125,702.14408,189.4619,88.6685675,345.2904625
2021-09-17,94.3738625,1145.779166875,700.53371,190.7056775,106.34769,149.657495
2021-09-18,93.927215,968.7168181249999,584.5021849999999,190.626565,144.605775,126.0270525
2021-09-19,93.8566,908.92102,517.6733925,188.6540425,111.6940175,199.32373
2021-09-20,94.9105025,1145.4940187500001,708.145775,191.9944,96.020775,61.5344
2021-09-21,95.49862499999999,1175.89406125,689.1333175,191.8083425,124.9031125,193.563105
2021-09-22,96.031555,1174.29581875,667.436155,191.3450325,152.752145,216.2929225
2021-09-23,93.8127425,1203.9568737499999,413.76464,181.941775,175.178405,658.803975
2021-09-24,94.5894475,1177.20798625,516.14571,175.4728125,120.6581,476.205395
2021-09-25,94.6142175,986.607799375,577.133375,155.60065,156.0935025,131.369685
2021-09-26,93.2826725,937.859356875,549.1864325,156.13343,139.38529,134.8506775
2021-09-27,92.9230525,1179.49423875,678.09609,154.91812000000002,113.7884975,254.0129425
2021-09-28,93.93711,1181.976603125,723.213515,157.3061875,122.7093475,131.054065
2021-09-29,94.53059,1222.2584425,567.67152,153.883905,96.8348575,506.70206
2021-09-30,94.25958,1205.22944125,487.12964,147.257015,167.42889,608.62611
2021-10-01,96.095085,1187.9390700000001,455.72223,141.90368,186.48283,554.8123625
2021-10-02,95.7734125,1015.77454,369.72184749999997,144.0330925,143.9187975,432.19103
2021-10-03,93.671605,989.06211125,247.008745,130.4538275,89.639815,696.304905
2021-10-04,94.97788,1180.603413125,590.87263,150.4798525,65.0266775,324.7521125
2021-10-05,95.469165,1217.38678125,555.6437675,157.6426125,62.151435000000006,377.5861425
2021-10-06,96.00356,1216.38525375,586.389995,157.4758525,96.81549,317.78706
2021-10-07,96.71989,1192.698113125,759.79571,158.34119,119.80831500000001,38.533435
2021-10-08,96.92002249999999,1160.6998125,691.7462225,158.2179625,126.47613750000001,169.0043
2021-10-09,96.5697625,1005.693550625,494.64687,156.224185,186.8164575,249.318545
2021-10-10,95.8212875,960.47822125,520.3276475,156.557235,179.66937,132.3836075
2021-10-11,95.59363,1214.984016875,648.9085375,154.289535,113.31723,367.8476425
2021-10-12,95.9382325,1255.599395,710.1685075,157.7095525,69.2324525,376.01462
2021-10-13,96.412875,1249.83317625,774.4153575,159.6849125,112.091895,230.35408750000002
2021-10-14,97.5790525,1269.008449375,674.7214225,181.93873,60.2435725,465.54534
2021-10-15,97.9934275,1241.21434,553.5466625,185.38425,106.4115375,534.0729924999999
2021-10-16,97.97949,1044.585245,605.524055,188.2140925,111.8436325,209.4744375
2021-10-17,97.5991775,983.125480625,594.06341,190.40572,83.53429,200.8520375
2021-10-18,98.0486525,1215.14855625,688.5254625,190.1975875,100.1909525,246.87628
2021-10-19,97.912035,1273.305605625,591.7722375,187.82055,47.19511,552.37906
2021-10-20,96.42646500000001,1291.7621625,328.0499825,181.43075,84.0494775,902.5138375
2021-10-21,94.9102925,1295.671613125,330.9903175,166.9649875,79.476595,924.169615
2021-10-22,96.21221,1265.283816875,361.790915,166.6045,98.9409125,859.5669675
